,X.2,X.1,X,AA,file,label,Duration,F1.5,F2.5,F3.5,F4.5,F5.5,F1.10,F2.10,F3.10,F4.10,F5.10,F1.15,F2.15,F3.15,F4.15,F5.15,F1.20,F2.20,F3.20,F4.20,F5.20,F1.25,F2.25,F3.25,F4.25,F5.25,F1.30,F2.30,F3.30,F4.30,F5.30,F1.35,F2.35,F3.35,F4.35,F5.35,F1.40,F2.40,F3.40,F4.40,F5.40,F1.45,F2.45,F3.45,F4.45,F5.45,F1.50,F2.50,F3.50,F4.50,F5.50,F1.55,F2.55,F3.55,F4.55,F5.55,F1.60,F2.60,F3.60,F4.60,F5.60,F1.65,F2.65,F3.65,F4.65,F5.65,F1.70,F2.70,F3.70,F4.70,F5.70,F1.75,F2.75,F3.75,F4.75,F5.75,F1.80,F2.80,F3.80,F4.80,F5.80,F1.85,F2.85,F3.85,F4.85,F5.85,F1.90,F2.90,F3.90,F4.90,F5.90,F1.95,F2.95,F3.95,F4.95,F5.95,X2,aa,file.1,label.1,duration,f0_min,f0_mean,f0_max,int_min,int_mean,int_max,F1,F2,F3,Keyword,Speaker,Variety,Segment,Selection,Position,Stress
1804,1804,7220,7220,7220,ρίσα_exp2_andri_louka_mono_72,r,0.036904842,918.554685,2232.495926,3147.86117,4380.614852,4380.614852,612.4297735,2137.662343,3055.380422,4384.942836,NA,609.224182,2133.007091,3050.738988,4391.514292,NA,647.3064679,2144.404426,3064.524072,4392.227245,NA,699.7607792,2161.389556,3084.7233,4390.900892,NA,752.2150904,2178.374685,3104.922529,4389.57454,NA,804.6694017,2195.359815,3125.121757,4388.248187,NA,857.123713,2212.344944,3145.320985,4386.921835,NA,898.9770801,2225.960586,3156.289414,4384.704477,NA,918.554685,2232.495926,3147.86117,4380.614852,NA,938.13229,2239.031266,3139.432926,4376.525227,NA,957.7098949,2245.566606,3131.004682,4372.435601,NA,977.2874999,2252.101945,3122.576437,4368.345976,NA,996.8651048,2258.637285,3114.148193,4364.25635,NA,924.7474976,2244.139804,3150.882682,4325.991593,NA,842.7915269,2227.385623,3192.46287,4284.060043,NA,760.8355563,2210.631442,3234.043058,4242.128493,NA,678.8795857,2193.877262,3275.623246,4158.265393,NA,596.923615,2177.123081,3317.203434,4158.265393,NA,3234,2149,ρίσα_exp2_andri_louka_mono_72,r,37,268,272,297,43,51,57,662,2172,3131,risa,s6,CG,r,r,Initial,Stressed
1844,1844,7380,7380,7380,ρασά_exp2_andri_louka_mono_250,r,0.0657115,636.5450396,1866.211638,2662.764484,3136.219265,3136.219265,772.1853918,1969.846874,2847.257307,4519.983083,NA,751.287741,1957.431123,2852.060082,4528.777874,4641.83479,733.7208995,1950.31533,2856.450062,4485.508553,4659.935126,725.3112916,1957.770454,2859.705164,4299.101878,4727.797845,716.9016837,1965.225579,2862.960266,4112.695204,4795.660565,705.2263439,1963.924376,2850.832136,3906.975287,4848.537586,682.1795885,1932.133271,2785.138945,3634.005848,4849.233777,659.132833,1900.342166,2719.445753,3361.036409,4849.929967,636.5450396,1866.211638,2662.764484,3136.219265,4848.113264,616.0551003,1821.387922,2647.275508,3131.499839,4834.810459,595.565161,1776.564207,2631.786531,3126.780414,4821.507655,574.5285967,1744.550172,2622.22878,3123.349669,4810.429388,550.016339,1793.985991,2650.384487,3128.112947,4813.495757,525.5040814,1843.42181,2678.540195,3132.876224,4816.562126,504.535248,1883.427863,2699.31384,3137.765016,4812.564123,518.4171597,1830.689061,2647.482465,3143.888274,4739.085702,532.2990714,1777.950258,2595.65109,3156.046239,4595.706039,546.2805869,1729.488411,2551.888366,3156.046239,4595.706039,3474,2309,ρασά_exp2_andri_louka_mono_250,r,66,251,262,267,40,48,50,648,1877,2729,rasa1,s6,CG,r,r,Initial,Unstressed
1845,1845,7384,7384,7384,ρασά_exp2_andri_louka_mono_47,r,0.033990585,825.8339757,1907.900749,2985.496904,4506.756457,4506.756457,717.0237734,1585.63613,2009.48271,3048.123953,4699.395361,734.1550777,1639.815183,2175.07944,3320.061964,4699.395361,751.2863821,1693.994235,2340.67617,3591.999975,4699.395361,768.4176865,1748.173287,2506.2729,3863.937986,NA,785.5489908,1802.35234,2671.86963,4135.875996,NA,802.6802952,1856.531392,2837.46636,4407.814007,NA,818.1518943,1904.177007,2982.566154,4637.620794,NA,821.992935,1906.038878,2984.031529,4572.188625,NA,825.8339757,1907.900749,2985.496904,4506.756457,NA,829.6750164,1909.76262,2986.962279,4441.324288,NA,833.5160571,1911.62449,2988.427654,4375.892119,NA,837.3570978,1913.486361,2989.89303,4310.45995,NA,830.5638568,1912.126741,2958.688944,4213.80824,NA,790.2607506,1900.615826,2824.53957,4018.780102,NA,749.9576444,1889.10491,2690.390195,3823.751965,NA,709.6545383,1877.593995,2556.24082,3628.723828,4270.398763,669.3514321,1866.08308,2422.091445,3238.667553,4270.398763,629.0483259,1854.572164,2287.94207,3238.667553,4270.398763,3480,2313,ρασά_exp2_andri_louka_mono_47,r,34,263,274,289,43,48,50,558,1542,2401,rasa1,s6,CG,r,r,Initial,Unstressed
1885,1885,7544,7544,7544,ρισά_exp2_andri_louka_mono_298,r,0.034158541,599.7811543,2376.377229,2949.463299,4347.346399,4347.346399,527.1829101,2288.872742,2936.914344,4347.165752,NA,533.2181377,2289.400612,2936.456363,4358.159107,NA,544.2729821,2305.388642,2938.223307,4368.453203,NA,556.9717879,2326.439986,2940.71893,4378.518287,NA,569.6705937,2347.491331,2943.214553,4388.583371,NA,582.3693995,2368.542676,2945.710176,4398.648456,NA,595.0682053,2389.594021,2948.205799,4408.71354,NA,607.7670111,2410.645366,2950.701422,4418.778624,NA,599.7811543,2376.377229,2949.463299,4347.346399,NA,589.4519801,2335.842076,2947.802188,4266.681534,NA,579.122806,2295.306922,2946.141077,4186.016669,NA,568.7936318,2254.771769,2944.479966,4105.351804,4408.938781,558.4644577,2214.236616,2942.818855,4024.686939,4408.938781,548.1966791,2175.619276,2940.58765,3950.910086,4408.938781,539.289049,2179.488854,2925.726669,4029.729176,4408.938781,530.3814189,2183.358433,2910.865689,4108.548267,4408.938781,521.4737888,2187.228011,2896.004708,4266.186448,NA,512.5661587,2191.09759,2881.143728,4266.186448,NA,3720,2473,ρισά_exp2_andri_louka_mono_298,r,34,NA,NA,NA,17,29,31,504,2251,2933,risa1,s6,CG,r,r,Initial,Unstressed
1886,1886,7548,7548,7548,ρισά_exp2_andri_louka_mono_97,r,0.11316577,544.5017854,1986.633455,2851.794398,3093.867075,3093.867075,662.0535396,1568.271169,2805.844102,3309.259888,4344.574624,649.1042761,1663.08779,2631.009739,3288.6505,4355.051045,561.817024,2039.250689,2362.601701,3166.160377,4381.169947,545.6466339,2078.113075,2508.59979,3107.983042,4310.788097,548.058858,2026.513912,2757.395686,3067.888374,4218.51087,533.9379147,1950.930943,2668.369118,3069.102264,4294.826568,527.5333659,1896.235068,2643.360334,3073.429011,4364.70542,543.6856774,1902.597143,2805.49079,3086.85538,4415.767838,544.5017854,1986.633455,2851.794398,3093.867075,4415.555318,529.1999031,2152.303569,2776.366701,3094.137099,4361.45404,523.8797163,2193.542194,2739.795622,3095.711036,4359.869202,522.436416,2186.451681,2718.316438,3097.791413,4378.681728,522.6899055,2201.252236,2637.35934,3121.566056,4405.138756,521.3600208,2204.771997,2561.980804,3138.655955,4431.44484,512.7154486,2154.053962,2523.966609,3121.715715,4455.432132,498.6736727,2034.101813,2516.421844,3112.354318,4473.828869,477.1263025,1817.869592,2551.249242,3105.092365,4540.544526,475.0001422,2024.002522,2602.608557,3105.092365,4540.544526,3726,2477,ρισά_exp2_andri_louka_mono_97,r,113,256,275,319,42,51,56,530,2083,2666,risa1,s6,CG,r,r,Initial,Unstressed
1925,1925,7706,7706,7706,σάλα_exp2_andri_louka_mono_124,l,0.086115882,591.0650454,1552.989394,2912.919335,4510.07017,4510.07017,660.0655286,1541.470863,2889.097444,3243.057219,4888.962113,610.3818678,1524.247989,2823.351564,3096.942624,4783.845572,593.3876306,1532.612863,2814.062613,3037.07068,4758.23501,589.3589789,1551.126589,2827.166137,3011.405103,4764.158855,582.312605,1557.944202,2844.385961,3091.259776,4763.852722,570.6161503,1546.738993,2867.94869,3333.713143,4753.946665,560.8264471,1536.902473,2890.62848,3591.581569,4744.744985,575.9457462,1544.945933,2901.773907,4050.825869,4744.744985,591.0650454,1552.989394,2912.919335,4510.07017,NA,585.1743188,1553.147278,2916.106567,4609.806357,NA,572.2298733,1550.65773,2916.621985,4588.844492,NA,572.4159908,1545.175301,2910.183366,4575.591034,NA,590.279875,1535.663537,2894.382479,4572.715456,NA,606.1397492,1526.167711,2880.706822,4568.256808,NA,604.6878268,1516.809558,2885.39013,4550.122687,NA,603.2359045,1507.451406,2890.073438,4531.988566,NA,652.6526955,1512.241657,2917.128974,4606.567518,NA,716.3087438,1520.992354,2950.446983,4606.567518,NA,3964,35,σάλα_exp2_andri_louka_mono_124,l,86,246,256,262,52,53,54,629,1541,2907,sala,s6,CG,l,l,Medial,Stressed
1926,1926,7710,7710,7710,σάλα_exp2_andri_louka_mono_324,l,0.087311136,679.6422088,1489.040867,2987.684741,4591.743392,4591.743392,723.4471395,1553.536582,2866.302497,4626.870361,NA,710.6199134,1521.849327,2884.906725,4613.627475,NA,697.7926873,1490.162073,2903.510954,4600.384589,NA,691.0670528,1509.00713,2916.991404,4583.483567,NA,685.0982808,1534.120389,2929.836284,4566.128777,NA,684.0854574,1527.957559,2946.240623,4588.389603,NA,686.3905718,1500.855828,2965.02797,4637.172525,NA,686.0188544,1483.743618,2980.299673,4652.25642,NA,679.6422088,1489.040867,2987.684741,4591.743392,NA,673.358994,1494.096811,2994.878416,4532.023914,NA,672.2699789,1485.737618,2991.431801,4516.42102,NA,671.1809638,1477.378425,2987.985186,4500.818126,NA,660.7402463,1479.452062,2991.614903,4498.680274,NA,646.788014,1485.443172,2997.901747,4501.598475,NA,651.2749245,1491.842551,2999.092746,4470.509008,NA,679.5801287,1498.769302,2993.701319,4395.491001,4551.947612,703.9980531,1502.543788,2980.02556,3922.517772,4579.818727,705.6221442,1487.834344,2917.772991,3922.517772,4579.818727,3970,39,σάλα_exp2_andri_louka_mono_324,l,87,236,251,260,53,54,55,701,1509,2947,sala,s6,CG,l,l,Medial,Stressed
1964,1964,7862,7862,7862,σάλι_exp2_andri_louka_mono_174,l,0.074372153,541.3010794,1895.267534,2912.782976,3530.90246,3530.90246,613.0403783,1831.611663,3071.199266,3880.826342,NA,554.0496531,1807.067235,3054.761952,3406.766007,4508.966497,531.4679562,1779.900247,3027.761279,3306.597267,4508.488714,532.4649806,1751.034872,2993.919707,3448.563134,4507.701515,533.4620051,1722.169497,2960.078135,3590.529001,4506.914316,535.513919,1729.761135,2949.196365,3652.299166,4504.048394,537.6603578,1740.619559,2940.371944,3706.883271,4500.996205,539.6854599,1776.210454,2929.698115,3708.414037,4495.632851,541.3010794,1895.267534,2912.782976,3530.90246,4482.469868,542.9166988,2014.324613,2895.867836,3353.390882,4469.306886,542.0727407,2130.054694,2874.395664,3190.093278,4463.187775,539.1285656,2242.943874,2849.032272,3038.932894,4463.083379,536.1843904,2355.833054,2823.668879,2887.772509,4462.978983,534.0205988,2295.225267,2783.511445,2956.360685,4473.797857,531.9942771,2204.054806,2740.74794,3063.659068,4486.54094,530.676174,2161.520137,2710.585693,3132.662152,4493.639797,533.0474097,2372.344951,2746.067453,2871.683258,4449.032349,535.4186454,2583.169764,2781.549213,2871.683258,4449.032349,4198,191,σάλι_exp2_andri_louka_mono_174,l,74,244,266,271,52,55,58,554,2064,2920,sali,s6,CG,l,l,Medial,Stressed
1965,1965,7866,7866,7866,σάλι_exp2_andri_louka_mono_375,l,0.090205667,537.4268175,1877.803005,3065.226243,4397.739383,4397.739383,585.9573457,1906.761611,2561.396582,3224.369061,4549.12906,562.2779887,1832.987418,2886.06118,3181.291273,4514.780035,553.6961603,1787.949437,3041.888662,3258.414192,4508.294366,555.1896076,1762.088452,3085.043364,3415.752575,4520.403197,554.322131,1766.01224,3111.314632,3506.594817,4518.90511,549.6448403,1817.999607,3110.341162,3490.132481,4495.449589,545.1061313,1862.640255,3106.143947,3546.786406,4473.132793,541.2664744,1870.22163,3085.685095,3972.262895,4456.560103,537.4268175,1877.803005,3065.226243,4397.739383,4439.987412,534.5529569,1842.692635,3057.310024,4264.724078,4479.153143,531.7317624,1805.254234,3050.07777,4101.253554,4521.358356,530.107814,1845.795374,3053.524268,3889.472084,4544.992901,528.924141,1915.012715,3060.897772,3659.924744,4561.798268,517.6828218,1936.887172,3045.581449,3597.806193,4573.982939,496.9308861,1913.993699,3008.809388,3694.010073,4581.798231,478.5863654,1987.839174,2993.565963,3712.847973,4568.069033,465.945069,2290.861549,3029.324396,3432.544093,4441.716856,452.569504,2556.131142,3064.284823,3432.544093,4441.716856,4204,195,σάλι_exp2_andri_louka_mono_375,l,90,259,267,272,49,56,58,540,1908,2971,sali,s6,CG,l,l,Medial,Stressed
2004,2004,8021,8021,8021,σάμα_exp2_andri_louka_mono_120,m,0.097679604,310.9195817,1390.059063,2429.881109,4086.047299,4086.047299,465.5796358,1318.294624,2374.989801,3571.595441,4368.108723,317.6556899,1279.365467,2357.399426,3367.479577,4383.114143,301.1725607,1236.842708,2299.429877,3634.655044,4416.089447,292.4006546,1226.345251,2285.112477,3831.534119,4407.989304,294.83892,1262.404495,2334.254277,3926.219991,4340.175833,298.2435018,1296.889511,2368.771691,4018.22581,4276.968009,303.3657595,1328.576257,2377.293528,4105.467702,4221.946948,307.8473459,1359.812819,2394.278596,4146.539771,4279.962531,310.9195817,1390.059063,2429.881109,4086.047299,4586.636523,312.1444385,1406.231612,2455.902785,4037.308053,4731.831613,308.2456651,1383.371345,2455.352396,4021.165898,4429.171557,303.8272819,1364.788446,2473.571214,4003.01162,4271.139506,297.5394815,1361.594378,2559.316632,3977.618262,4633.440469,291.9889297,1362.247163,2629.986266,3947.975997,4876.850982,290.0381889,1381.683227,2627.044399,3897.587314,4539.747464,290.4291495,1390.635283,2621.417645,3862.28924,4242.55121,307.5978098,1324.47207,2596.554358,4000.92738,4220.854585,333.4368378,1265.187229,2570.875895,4000.92738,4220.854585,4437,350,σάμα_exp2_andri_louka_mono_120,m,98,252,259,262,53,56,59,370,1333,2450,sama,s6,CG,m,m,Medial,Stressed
2005,2005,8025,8025,8025,σάμα_exp2_andri_louka_mono_320,m,0.099515686,459.6457928,1457.591516,2647.653394,3527.392825,3527.392825,553.0692763,1545.583741,2036.951011,4076.592252,NA,545.3304015,1624.605511,2157.844064,4085.168055,NA,583.1474271,1608.761269,2398.310675,4124.571435,NA,583.0393511,1574.235487,2527.146205,4106.793412,NA,539.4726613,1518.302408,2528.062974,4023.490856,NA,510.7150017,1487.109976,2533.463761,3922.355318,NA,499.6050268,1485.400574,2544.20808,3799.968499,NA,483.0190471,1476.162056,2580.251907,3668.999367,NA,459.6457928,1457.591516,2647.653394,3527.392825,NA,438.6504096,1473.972533,2676.807543,3516.858181,NA,420.720958,1535.418684,2656.64711,3675.322382,NA,415.4786344,1524.058617,2405.280961,3516.81995,NA,427.2565621,1415.026317,1843.743794,2933.095055,4288.890093,433.9380652,1404.056837,1743.281358,2930.52933,4288.890093,433.5042055,1529.997561,2286.547463,3739.347786,NA,454.0561804,1578.394462,2563.535195,4167.340652,NA,505.1082766,1514.091722,2453.522704,3921.388099,NA,576.5601423,1462.897011,2365.644093,3921.388099,NA,4443,354,σάμα_exp2_andri_louka_mono_320,m,100,259,272,279,48,51,54,540,1507,2425,sama,s6,CG,m,m,Medial,Stressed
2044,2044,8181,8181,8181,σάμι_exp2_andri_louka_mono_170,m,0.096426747,394.3422065,1627.503906,2761.862573,4129.154478,4129.154478,632.5014966,1611.497149,3031.646374,4007.57487,NA,523.1732365,1594.406001,3018.74249,3513.927836,4352.458238,440.6252198,1582.589842,2984.45662,3129.873715,4350.190417,434.6860736,1585.863574,2889.004399,3059.32643,4341.435153,428.4446875,1591.306665,2813.7689,3046.782556,4330.766905,420.8710217,1606.312342,2827.649149,3289.91897,4311.666181,413.0745918,1620.149581,2835.888743,3539.401304,4294.681764,403.4903691,1624.609526,2798.859262,3839.812825,NA,394.3422065,1627.503906,2761.862573,4129.154478,NA,396.6449529,1589.286687,2725.727014,4127.8022,NA,398.9476993,1551.069468,2689.591455,4126.449921,NA,398.7404694,1590.781755,2670.097307,4074.790551,NA,398.4356394,1633.52432,2651.250257,4021.174996,NA,377.4459781,1663.627215,2660.342315,4050.896629,NA,353.8594075,1692.143243,2672.942031,4091.080958,5017.664888,336.7588101,1672.664407,2681.622744,4118.0272,4953.583562,321.1369001,1642.243588,2689.409994,3936.38523,4854.451381,324.7725812,1650.231776,2636.795424,3936.38523,4854.451381,4677,510,σάμι_exp2_andri_louka_mono_170,m,96,256,260,265,52,53,55,437,1614,2788,sami,s6,CG,m,m,Medial,Stressed
2045,2045,8185,8185,8185,σάμι_exp2_andri_louka_mono_371,m,0.072449666,432.7721131,1636.154449,2664.705978,3754.961419,3754.961419,441.5314707,1625.306317,2747.324952,4023.104337,NA,429.3025668,1615.80994,2704.481664,3961.448794,NA,417.073663,1606.313562,2661.638377,3899.793251,NA,410.4004754,1598.573087,2640.546101,3851.465452,NA,411.8438404,1593.397877,2651.230687,3822.608648,NA,413.2872053,1588.222666,2661.915273,3793.751845,NA,418.4296844,1598.536674,2665.457087,3776.557582,NA,425.6008987,1617.345562,2665.081533,3765.759501,NA,432.7721131,1636.154449,2664.705978,3754.961419,NA,444.4996932,1631.689863,2666.621683,3796.442681,NA,456.8177452,1624.209205,2668.834318,3844.698966,NA,468.5140142,1618.081983,2672.317395,3886.184996,NA,475.8473378,1621.451595,2684.714946,3880.165317,NA,483.1806615,1624.821208,2697.112496,3874.145639,NA,488.9533829,1628.609336,2692.14153,3840.982926,NA,492.0016965,1633.128084,2656.849626,3760.435503,NA,495.0500102,1637.646832,2621.557722,3660.008433,NA,503.7952799,1761.85084,2693.931367,3660.008433,NA,4683,514,σάμι_exp2_andri_louka_mono_371,m,72,269,274,277,52,52,53,471,1675,2725,sami,s6,CG,m,m,Medial,Stressed
2082,2082,8333,8333,8333,σάνα_exp2_andri_louka_mono_122,n,0.11357792,337.5739361,1337.985685,2745.254398,3038.032306,3038.032306,341.8834501,1468.956556,2168.355108,3127.189003,4719.476983,329.8613246,1369.986548,2324.562517,3211.235554,4783.366267,334.7244062,1334.140343,2427.557977,3218.146065,4717.203419,339.1587131,1326.872133,2480.208502,3202.267781,4720.247502,343.1188428,1351.208012,2477.183122,3161.187619,4799.826765,348.7024831,1412.295411,2569.009432,3107.325457,4834.680198,354.9365863,1488.107381,2698.838261,3048.342161,4851.614137,346.7036294,1418.844031,2738.049871,3028.015292,4747.313189,337.5739361,1337.985685,2745.254398,3038.032306,4661.403631,327.6705817,1238.426719,2636.655718,3167.622596,4677.932562,316.0789561,1262.035114,2548.207326,3210.209979,4671.692252,302.260646,1448.090691,2486.335435,3138.047992,4635.421267,290.9942601,1578.535797,2492.699362,3128.370663,4731.386742,280.9829132,1681.631613,2532.621736,3149.423355,4892.386248,274.9535181,1705.95481,2571.208852,3149.350537,NA,271.424487,1716.738538,2609.743908,3179.274366,NA,279.9566839,1694.877589,2648.742925,3588.486488,NA,352.7119407,1685.83123,2660.963327,3588.486488,NA,4907,662,σάνα_exp2_andri_louka_mono_122,n,114,249,259,266,52,55,59,328,1506,2483,sana,s6,CG,n,n,Medial,Stressed
2083,2083,8337,8337,8337,σάνα_exp2_andri_louka_mono_322,n,0.068518289,490.3324328,1723.524516,3082.889702,4463.642782,4463.642782,409.1381019,1398.525963,1846.226324,3330.756288,4736.8012,385.7822159,1501.122428,1996.933507,3430.995832,4735.634175,420.6064442,1612.663455,2429.344679,3876.182659,4735.634175,455.4306725,1724.204481,2861.75585,4321.369487,NA,475.5922709,1785.220866,3118.48392,4575.619015,NA,475.2737363,1775.666598,3129.825364,4563.17551,NA,474.9552017,1766.11233,3141.166809,4550.732005,NA,479.9626661,1748.749378,3125.582765,4517.601432,NA,490.3324328,1723.524516,3082.889702,4463.642782,NA,500.7021995,1698.299654,3040.196639,4409.684132,NA,512.0525162,1696.475128,3042.091383,4445.585153,NA,524.1147157,1711.639332,3076.357042,4546.724629,NA,536.1769153,1726.803537,3110.6227,4647.864106,NA,516.3597616,1717.714693,3124.4713,4606.340113,NA,480.1524071,1696.156578,3127.822832,4491.468242,NA,443.9450526,1674.598462,3131.174365,4376.596371,NA,426.5623345,1667.35032,2764.407709,3726.793723,4387.139189,415.741682,1665.090481,2268.621835,3726.793723,4387.139189,4913,666,σάνα_exp2_andri_louka_mono_322,n,69,261,269,278,52,54,56,467,1556,2713,sana,s6,CG,n,n,Medial,Stressed
2122,2122,8493,8493,8493,σάνι_exp2_andri_louka_mono_172,n,0.075545806,356.2662496,1510.405964,2245.107726,2966.886019,2966.886019,305.3287145,1847.574698,2009.898766,3196.364676,4613.744572,312.184821,1790.261226,2138.574887,3205.699591,4582.861915,319.0409275,1732.947753,2267.251009,3215.034507,4551.979257,317.1062453,1670.748971,2315.134285,3143.290295,4549.436522,311.8520258,1606.70542,2332.508937,3040.929354,4557.595379,308.2903753,1546.37479,2345.919839,2947.698093,4562.543423,324.5998677,1529.634683,2312.795428,2961.651343,4529.795796,340.90936,1512.894575,2279.671017,2975.604592,4497.04817,356.2662496,1510.405964,2245.107726,2966.886019,4483.336156,370.3659937,1526.724985,2208.645552,2928.247548,4494.745351,384.4657377,1543.044006,2172.183379,2889.609077,4506.154546,395.6227599,1602.265102,2084.391773,2859.802303,4490.073601,405.9675504,1673.327758,1982.432541,2832.433198,4466.405002,413.5845037,1736.923074,1937.180809,2895.96425,4445.9622,403.9143756,1753.195731,2251.300649,3535.555477,4445.9622,394.2442475,1769.468388,2565.42049,4175.146705,NA,398.014933,1824.10948,2731.16372,4427.539626,NA,415.8373296,1918.862889,2741.786486,4427.539626,NA,5147,822,σάνι_exp2_andri_louka_mono_172,n,76,257,266,273,53,55,56,357,1653,2328,sani,s6,CG,n,n,Medial,Stressed
2123,2123,8497,8497,8497,σάνι_exp2_andri_louka_mono_373,n,0.071542425,530.419247,1948.027478,3053.560931,3954.320176,3954.320176,434.9337632,1904.067535,2351.630166,3564.133757,4691.568369,456.2903427,1935.719787,2718.431513,3982.881247,NA,471.3481133,1956.592445,2974.316181,4182.271015,NA,471.7126949,1952.319614,2971.466263,3869.96651,NA,472.0772764,1948.046784,2968.616346,3557.662006,NA,483.4319257,1948.576579,2986.033537,3506.900666,NA,505.5799993,1953.823066,3023.355202,3713.002743,NA,527.7280728,1959.069553,3060.676867,3919.10482,NA,530.419247,1948.027478,3053.560931,3954.320176,NA,525.1234069,1930.298984,3028.203457,3919.386909,NA,519.8275668,1912.57049,3002.845982,3884.453642,NA,517.3378028,1911.506612,2987.964378,4041.103673,NA,515.1139988,1912.022207,2974.075677,4215.911968,NA,512.454928,1912.595752,2961.604672,4373.141765,NA,506.5387144,1913.602947,2959.742423,4398.829974,NA,500.6225009,1914.610142,2957.880175,4424.518183,NA,498.2575453,1969.231109,2981.120069,4458.012987,NA,503.3585369,2136.566386,3057.133171,4458.012987,NA,5153,826,σάνι_exp2_andri_louka_mono_373,n,72,268,275,279,51,53,55,492,1900,2701,sani,s6,CG,n,n,Medial,Stressed
